1.0	87.73472019092436	87.73472019092436	87.73472019092436
2.0	78.94771854355001	87.87570828978762	81.57497455191549
3.0	70.05665466523044	88.31141016921234	75.41522891290663
4.0	61.13581597559066	89.1189585690943	69.25548327389774
5.0	52.33668471914177	90.3404649222342	63.09573763488887
6.0	43.982786759363826	82.89737576913747	56.93599199587999
7.0	36.73925468942158	66.49319398638787	50.77624635687112
8.0	31.77139143187508	50.805717522913326	44.616500717862245
9.0	30.33246507858074	38.040395689855444	38.45675507885337
10.0	32.297009439844494	32.297009439844494	32.297009439844494
