1.0	37.73130724153974	37.73130724153971
2.0	39.33708612920303	38.898179339991145
3.0	40.934029851748306	40.06740342508723
4.0	42.51899303950848	41.23683886364635
5.0	44.0851021656062	42.40480772234769
6.0	45.64039714472899	43.57409692864038
7.0	47.17830821691546	44.74280865846233
8.0	48.69740018644745	45.91129896029384
9.0	50.20411396878758	47.080504641235926
10.0	51.68699278503843	48.248946291542765
11.0	53.152099283733065	49.41765932766377
12.0	54.60348356558538	50.58671184941791
13.0	56.02334862547757	51.755130664311295
14.0	57.42776751400923	52.92390316045737
15.0	58.812378653168466	54.09267250973143
16.0	60.16625639843414	55.261305532155845
17.0	61.503517972444314	56.430045907815966
18.0	62.81368070636	57.59873134103704
19.0	64.09524202469731	58.7674450610817
20.0	65.35910690410404	59.93610207602143
21.0	66.58737748902415	61.10482517920802
22.0	67.79056006276717	62.273538515749095
23.0	68.97503106542945	63.44208480298239
24.0	70.11426676008575	64.61091917657306
25.0	71.23328258771205	65.77958300668232
26.0	72.32558122034982	66.94816446499935
27.0	73.37603826817654	68.11699439166662
28.0	74.40538894366614	69.28557988624127
29.0	75.39892076568927	70.45425663382657
30.0	76.35535834090827	71.62304119109436
31.0	77.28985415695884	72.79153289115618
32.0	78.17844350990651	73.9603413512089
33.0	79.0359539385425	75.12905559688188
34.0	79.87073475698936	76.29744715702417
35.0	80.64866659240127	77.466407156549
36.0	81.4026944486315	78.63503719374751
37.0	82.12440360348685	79.80356255915719
38.0	82.79530826792376	80.97244810056797
39.0	83.44167014758823	82.14098789201887
40.0	84.0453289276121	83.30966171362827
41.0	84.6053623429607	84.47846192054624
42.0	85.14026658840015	85.64691117273468
43.0	85.62144063294635	86.81573836462552
44.0	86.0671684328375	87.98444889303374
45.0	86.48723436722287	89.15281160981014
46.0	86.84206235620145	90.32178966092894
47.0	87.17047743765862	91.49041109049267
48.0	87.46266541634485	92.65893165943132
49.0	87.69797251686336	93.82781519129009
50.0	87.86021037919929	94.66175985727972
51.0	87.86040224217872	94.66179583844288
52.0	87.69751175562709	93.82733564174578
53.0	87.46326575711106	92.65890065838984
54.0	87.17095521366682	91.49014752100565
55.0	86.84274956811547	90.32146722782552
56.0	86.4892427812601	89.15320706129371
57.0	86.06851628512419	87.98421119942634
58.0	85.62323827344765	86.81563074180514
59.0	85.14288637068651	85.6472468903606
60.0	84.60752180404941	84.47826444365478
61.0	84.04821144008983	83.30985096743393
62.0	83.44482821033297	82.14123779902923
63.0	82.79821486345733	80.97232146857041
64.0	82.1283708408498	79.8041641286497
65.0	81.4062939952413	78.63518361988014
66.0	80.6522617124107	77.46640289835238
67.0	79.8758305725792	76.29862551115414
68.0	79.0398841591801	75.12908908903874
69.0	78.1826889774442	73.96054112299814
70.0	77.2949995862185	72.79244793218668
71.0	76.35950402860826	71.6229624297083
72.0	75.40381954849124	70.45478945860425
73.0	74.41040470403735	69.28616311471416
74.0	73.38029151692798	68.11681993578487
75.0	72.33121039497318	66.94923862866042
76.0	71.23796306957526	65.77975089601321
77.0	70.11854415759274	64.61069454884321
78.0	68.98159960459796	63.44404832032012
79.0	67.79467213945482	62.27318414458824
80.0	66.59164985967742	61.104653050714106
81.0	65.36474607362315	59.93731165338043
82.0	64.09851959737065	58.766426580491284
83.0	62.818032451355876	57.59883361667795
84.0	61.5077747437622	56.43017015459692
85.0	60.16838760228076	55.25942855574688
86.0	58.817143707975916	54.09353761252875
87.0	57.42998075047633	52.92238507352256
88.0	56.02394842854106	51.75211758392818
89.0	54.6096109622423	50.58949250636583
90.0	53.15115360831544	49.413450678516625
91.0	51.68553999645019	48.24437138543095
92.0	50.20664650910939	47.080315409691394
93.0	48.69093913422793	45.90202481667798
94.0	47.17395731615389	44.7359050144604
95.0	45.63553262074577	43.567051155297044
96.0	44.065681499159986	42.382691733031194
97.0	42.50937569881512	41.225224541430165
98.0	40.90353839448575	40.03437855432436
99.0	39.23493632014904	38.78657900782954
100.0	37.73499710110246	37.73499710110246
